tijd,positie1,positie2
2.9076581531630630e-03,1.1050895722159673e-07,0.0000000000000000e+00
2.9082581651633031e-03,1.1076896096863376e-07,0.0000000000000000e+00
2.9088581771635432e-03,1.1102951021273619e-07,0.0000000000000000e+00
2.9094581891637829e-03,1.1129060593069688e-07,0.0000000000000000e+00
2.9100582011640230e-03,1.1155224910066355e-07,0.0000000000000000e+00
2.9106582131642631e-03,1.1181444070213988e-07,0.0000000000000000e+00
2.9112582251645033e-03,1.1207718171598645e-07,0.0000000000000000e+00
2.9118582371647429e-03,1.1234047312442182e-07,0.0000000000000000e+00
2.9124582491649831e-03,1.1260431591102349e-07,0.0000000000000000e+00
2.9130582611652232e-03,1.1286871106072899e-07,0.0000000000000000e+00
2.9136582731654633e-03,1.1313365955983677e-07,0.0000000000000000e+00
2.9142582851657030e-03,1.1339916239600729e-07,0.0000000000000000e+00
2.9148582971659431e-03,1.1366522055826407e-07,0.0000000000000000e+00
2.9154583091661832e-03,1.1393183503699454e-07,0.0000000000000000e+00
2.9160583211664233e-03,1.1419900682395123e-07,0.0000000000000000e+00
2.9166583331666630e-03,1.1446673691225262e-07,0.0000000000000000e+00
2.9172583451669031e-03,1.1473502629638427e-07,0.0000000000000000e+00
2.9178583571671433e-03,1.1500387597219971e-07,0.0000000000000000e+00
2.9184583691673829e-03,1.1527328693692151e-07,0.0000000000000000e+00
2.9190583811676231e-03,1.1554326018914228e-07,0.0000000000000000e+00
2.9196583931678632e-03,1.1581379672882560e-07,0.0000000000000000e+00
2.9202584051681033e-03,1.1608489755730713e-07,0.0000000000000000e+00
2.9208584171683430e-03,1.1635656367729552e-07,0.0000000000000000e+00
2.9214584291685831e-03,1.1662879609287338e-07,0.0000000000000000e+00
2.9220584411688232e-03,1.1690159580949837e-07,0.0000000000000000e+00
2.9226584531690633e-03,1.1717496383400414e-07,0.0000000000000000e+00
2.9232584651693030e-03,1.1744890117460128e-07,0.0000000000000000e+00
2.9238584771695431e-03,1.1772340884087840e-07,0.0000000000000000e+00
2.9244584891697832e-03,1.1799848784380307e-07,0.0000000000000000e+00
2.9250585011700234e-03,1.1827413919572274e-07,0.0000000000000000e+00
2.9256585131702630e-03,1.1855036391036588e-07,0.0000000000000000e+00
2.9262585251705032e-03,1.1882716300284285e-07,0.0000000000000000e+00
2.9268585371707433e-03,1.1910453748964687e-07,0.0000000000000000e+00
2.9274585491709834e-03,1.1938248838865509e-07,0.0000000000000000e+00
2.9280585611712231e-03,1.1966101671912952e-07,0.0000000000000000e+00
2.9286585731714632e-03,1.1994012350171805e-07,0.0000000000000000e+00
2.9292585851717033e-03,1.2021980975845527e-07,0.0000000000000000e+00
2.9298585971719434e-03,1.2050007651276369e-07,0.0000000000000000e+00
2.9304586091721831e-03,1.2078092478945458e-07,0.0000000000000000e+00
2.9310586211724232e-03,1.2106235561472891e-07,0.0000000000000000e+00
2.9316586331726634e-03,1.2134437001617841e-07,0.0000000000000000e+00
2.9322586451729035e-03,1.2162696902278654e-07,0.0000000000000000e+00
2.9328586571731432e-03,1.2191015366492934e-07,0.0000000000000000e+00
2.9334586691733833e-03,1.2219392497437657e-07,0.0000000000000000e+00
2.9340586811736234e-03,1.2247828398429256e-07,0.0000000000000000e+00
2.9346586931738631e-03,1.2276323172923720e-07,0.0000000000000000e+00
2.9352587051741032e-03,1.2304876924516695e-07,0.0000000000000000e+00
2.9358587171743433e-03,1.2333489756943575e-07,0.0000000000000000e+00
2.9364587291745834e-03,1.2362161774079599e-07,0.0000000000000000e+00
2.9370587411748231e-03,1.2390893079939953e-07,0.0000000000000000e+00
2.9376587531750632e-03,1.2419683778679856e-07,0.0000000000000000e+00
2.9382587651753033e-03,1.2448533974594666e-07,0.0000000000000000e+00
2.9388587771755435e-03,1.2477443772119972e-07,0.0000000000000000e+00
2.9394587891757831e-03,1.2506413275831688e-07,0.0000000000000000e+00
2.9400588011760233e-03,1.2535442590446147e-07,0.0000000000000000e+00
2.9406588131762634e-03,1.2564531820820197e-07,0.0000000000000000e+00
2.9412588251765035e-03,1.2593681071951303e-07,0.0000000000000000e+00
2.9418588371767432e-03,1.2622890448977640e-07,0.0000000000000000e+00
2.9424588491769833e-03,1.2652160057178173e-07,0.0000000000000000e+00
2.9430588611772234e-03,1.2681490001972779e-07,0.0000000000000000e+00
2.9436588731774635e-03,1.2710880388922313e-07,0.0000000000000000e+00
2.9442588851777032e-03,1.2740331323728722e-07,0.0000000000000000e+00
2.9448588971779433e-03,1.2769842912235137e-07,0.0000000000000000e+00
2.9454589091781835e-03,1.2799415260425954e-07,0.0000000000000000e+00
2.9460589211784236e-03,1.2829048474426946e-07,0.0000000000000000e+00
2.9466589331786633e-03,1.2858742660505344e-07,0.0000000000000000e+00
2.9472589451789034e-03,1.2888497925069942e-07,0.0000000000000000e+00
2.9478589571791435e-03,1.2918314374671178e-07,0.0000000000000000e+00
2.9484589691793836e-03,1.2948192116001230e-07,0.0000000000000000e+00
2.9490589811796233e-03,1.2978131255894125e-07,0.0000000000000000e+00
2.9496589931798634e-03,1.3008131901325813e-07,0.0000000000000000e+00
2.9502590051801035e-03,1.3038194159414264e-07,0.0000000000000000e+00
2.9508590171803432e-03,1.3068318137419573e-07,0.0000000000000000e+00
2.9514590291805833e-03,1.3098503942744039e-07,0.0000000000000000e+00
2.9520590411808234e-03,1.3128751682932262e-07,0.0000000000000000e+00
2.9526590531810636e-03,1.3159061465671241e-07,0.0000000000000000e+00
2.9532590651813032e-03,1.3189433398790453e-07,0.0000000000000000e+00
2.9538590771815434e-03,1.3219867590261966e-07,0.0000000000000000e+00
2.9544590891817835e-03,1.3250364148200511e-07,0.0000000000000000e+00
2.9550591011820236e-03,1.3280923180863583e-07,0.0000000000000000e+00
2.9556591131822633e-03,1.3311544796651535e-07,0.0000000000000000e+00
2.9562591251825034e-03,1.3342229104107664e-07,0.0000000000000000e+00
2.9568591371827435e-03,1.3372976211918302e-07,0.0000000000000000e+00
2.9574591491829836e-03,1.3403786228912914e-07,0.0000000000000000e+00
2.9580591611832233e-03,1.3434659264064189e-07,0.0000000000000000e+00
2.9586591731834634e-03,1.3465595426488121e-07,0.0000000000000000e+00
2.9592591851837035e-03,1.3496594825444104e-07,0.0000000000000000e+00
2.9598591971839437e-03,1.3527657570335035e-07,0.0000000000000000e+00
2.9604592091841834e-03,1.3558783770707388e-07,0.0000000000000000e+00
2.9610592211844235e-03,1.3589973536251309e-07,0.0000000000000000e+00
2.9616592331846636e-03,1.3621226976800718e-07,0.0000000000000000e+00
2.9622592451849037e-03,1.3652544202333375e-07,0.0000000000000000e+00
2.9628592571851434e-03,1.3683925322970995e-07,0.0000000000000000e+00
2.9634592691853835e-03,1.3715370448979330e-07,0.0000000000000000e+00
2.9640592811856236e-03,1.3746879690768241e-07,0.0000000000000000e+00
2.9646592931858633e-03,1.3778453158891816e-07,0.0000000000000000e+00
2.9652593051861034e-03,1.3810090964048440e-07,0.0000000000000000e+00
2.9658593171863435e-03,1.3841793217080891e-07,0.0000000000000000e+00
2.9664593291865837e-03,1.3873560028976426e-07,0.0000000000000000e+00
2.9670593411868233e-03,1.3905391510866877e-07,0.0000000000000000e+00
2.9676593531870635e-03,1.3937287774028723e-07,0.0000000000000000e+00
2.9682593651873036e-03,1.3969248929883201e-07,0.0000000000000000e+00
2.9688593771875437e-03,1.4001275089996379e-07,0.0000000000000000e+00
2.9694593891877834e-03,1.4033366366079249e-07,0.0000000000000000e+00
2.9700594011880235e-03,1.4065522869987812e-07,0.0000000000000000e+00
2.9706594131882636e-03,1.4097744713723171e-07,0.0000000000000000e+00
2.9712594251885037e-03,1.4130032009431619e-07,0.0000000000000000e+00
2.9718594371887434e-03,1.4162384869404713e-07,0.0000000000000000e+00
2.9724594491889835e-03,1.4194803406079382e-07,0.0000000000000000e+00
2.9730594611892236e-03,1.4227287732038002e-07,0.0000000000000000e+00
2.9736594731894638e-03,1.4259837960008485e-07,0.0000000000000000e+00
2.9742594851897034e-03,1.4292454202864363e-07,0.0000000000000000e+00
2.9748594971899436e-03,1.4325136573624881e-07,0.0000000000000000e+00
2.9754595091901837e-03,1.4357885185455082e-07,0.0000000000000000e+00
2.9760595211904238e-03,1.4390700151665886e-07,0.0000000000000000e+00
2.9766595331906635e-03,1.4423581585714190e-07,0.0000000000000000e+00
2.9772595451909036e-03,1.4456529601202936e-07,0.0000000000000000e+00
2.9778595571911437e-03,1.4489544311881217e-07,0.0000000000000000e+00
2.9784595691913838e-03,1.4522625831644348e-07,0.0000000000000000e+00
2.9790595811916235e-03,1.4555774274533960e-07,0.0000000000000000e+00
2.9796595931918636e-03,1.4588989754738074e-07,0.0000000000000000e+00
2.9802596051921038e-03,1.4622272386591201e-07,0.0000000000000000e+00
2.9808596171923434e-03,1.4655622284574418e-07,0.0000000000000000e+00
2.9814596291925836e-03,1.4689039563315455e-07,0.0000000000000000e+00
2.9820596411928237e-03,1.4722524337588776e-07,0.0000000000000000e+00
2.9826596531930638e-03,1.4756076722315674e-07,0.0000000000000000e+00
2.9832596651933035e-03,1.4789696832564344e-07,0.0000000000000000e+00
2.9838596771935436e-03,1.4823384783549970e-07,0.0000000000000000e+00
2.9844596891937837e-03,1.4857140690634815e-07,0.0000000000000000e+00
2.9850597011940238e-03,1.4890964669328298e-07,0.0000000000000000e+00
2.9856597131942635e-03,1.4924856835287081e-07,0.0000000000000000e+00
2.9862597251945036e-03,1.4958817304315145e-07,0.0000000000000000e+00
2.9868597371947437e-03,1.4992846192363895e-07,0.0000000000000000e+00
2.9874597491949839e-03,1.5026943615532213e-07,0.0000000000000000e+00
2.9880597611952235e-03,1.5061109690066562e-07,0.0000000000000000e+00
2.9886597731954637e-03,1.5095344532361065e-07,0.0000000000000000e+00
2.9892597851957038e-03,1.5129648258957581e-07,0.0000000000000000e+00
2.9898597971959439e-03,1.5164020986545792e-07,0.0000000000000000e+00
2.9904598091961836e-03,1.5198462831963291e-07,0.0000000000000000e+00
2.9910598211964237e-03,1.5232973912195646e-07,0.0000000000000000e+00
2.9916598331966638e-03,1.5267554344376508e-07,0.0000000000000000e+00
2.9922598451969039e-03,1.5302204245787668e-07,0.0000000000000000e+00
2.9928598571971436e-03,1.5336923733859154e-07,0.0000000000000000e+00
2.9934598691973837e-03,1.5371712926169304e-07,0.0000000000000000e+00
2.9940598811976239e-03,1.5406571940444856e-07,0.0000000000000000e+00
2.9946598931978640e-03,1.5441500894561019e-07,0.0000000000000000e+00
2.9952599051981037e-03,1.5476499906541558e-07,0.0000000000000000e+00
2.9958599171983438e-03,1.5511569094558876e-07,0.0000000000000000e+00
2.9964599291985839e-03,1.5546708576934096e-07,0.0000000000000000e+00
2.9970599411988236e-03,1.5581918472137130e-07,0.0000000000000000e+00
2.9976599531990637e-03,1.5617198898786778e-07,0.0000000000000000e+00
2.9982599651993038e-03,1.5652549975650793e-07,0.0000000000000000e+00
2.9988599771995439e-03,1.5687971821645961e-07,0.0000000000000000e+00
2.9994599891997836e-03,1.5723464555838191e-07,0.0000000000000000e+00
3.0000600012000237e-03,1.5759028297442579e-07,0.0000000000000000e+00
3.0006600132002638e-03,1.5794663165823506e-07,0.0000000000000000e+00
3.0012600252005040e-03,1.5830369280494701e-07,0.0000000000000000e+00
3.0018600372007436e-03,1.5866146761119324e-07,0.0000000000000000e+00
3.0024600492009838e-03,1.5901995727510051e-07,0.0000000000000000e+00
3.0030600612012239e-03,1.5937916299629139e-07,0.0000000000000000e+00
3.0036600732014640e-03,1.5973908597588526e-07,0.0000000000000000e+00
3.0042600852017037e-03,1.6009972741649881e-07,0.0000000000000000e+00
3.0048600972019438e-03,1.6046108852224700e-07,0.0000000000000000e+00
3.0054601092021839e-03,1.6082317049874387e-07,0.0000000000000000e+00
3.0060601212024240e-03,1.6118597455310318e-07,0.0000000000000000e+00
3.0066601332026637e-03,1.6154950189393920e-07,0.0000000000000000e+00
3.0072601452029038e-03,1.6191375373136756e-07,0.0000000000000000e+00
3.0078601572031440e-03,1.6227873127700606e-07,0.0000000000000000e+00
3.0084601692033841e-03,1.6264443574397519e-07,0.0000000000000000e+00
3.0090601812036238e-03,1.6301086834689922e-07,0.0000000000000000e+00
3.0096601932038639e-03,1.6337803030190668e-07,0.0000000000000000e+00
3.0102602052041040e-03,1.6374592282663128e-07,0.0000000000000000e+00
3.0108602172043437e-03,1.6411454714021268e-07,0.0000000000000000e+00
3.0114602292045838e-03,1.6448390446329711e-07,0.0000000000000000e+00
3.0120602412048239e-03,1.6485399601803827e-07,0.0000000000000000e+00
3.0126602532050640e-03,1.6522482302809795e-07,0.0000000000000000e+00
3.0132602652053037e-03,1.6559638671864691e-07,0.0000000000000000e+00
3.0138602772055438e-03,1.6596868831636559e-07,0.0000000000000000e+00
3.0144602892057839e-03,1.6634172904944472e-07,0.0000000000000000e+00
3.0150603012060241e-03,1.6671551014758632e-07,0.0000000000000000e+00
3.0156603132062637e-03,1.6709003284200417e-07,0.0000000000000000e+00
3.0162603252065039e-03,1.6746529836542478e-07,0.0000000000000000e+00
3.0168603372067440e-03,1.6784130795208796e-07,0.0000000000000000e+00
3.0174603492069841e-03,1.6821806283774763e-07,0.0000000000000000e+00
3.0180603612072238e-03,1.6859556425967258e-07,0.0000000000000000e+00
3.0186603732074639e-03,1.6897381345664711e-07,0.0000000000000000e+00
3.0192603852077040e-03,1.6935281166897188e-07,0.0000000000000000e+00
3.0198603972079441e-03,1.6973256013846455e-07,0.0000000000000000e+00
3.0204604092081838e-03,1.7011306010846049e-07,0.0000000000000000e+00
3.0210604212084239e-03,1.7049431282381359e-07,0.0000000000000000e+00
3.0216604332086641e-03,1.7087631953089692e-07,0.0000000000000000e+00
3.0222604452089042e-03,1.7125908147760349e-07,0.0000000000000000e+00
3.0228604572091439e-03,1.7164259991334686e-07,0.0000000000000000e+00
3.0234604692093840e-03,1.7202687608906200e-07,0.0000000000000000e+00
3.0240604812096241e-03,1.7241191125720594e-07,0.0000000000000000e+00
3.0246604932098642e-03,1.7279770667175846e-07,0.0000000000000000e+00
3.0252605052101039e-03,1.7318426358822277e-07,0.0000000000000000e+00
3.0258605172103440e-03,1.7357158326362636e-07,0.0000000000000000e+00
3.0264605292105841e-03,1.7395966695652152e-07,0.0000000000000000e+00
3.0270605412108238e-03,1.7434851592698617e-07,0.0000000000000000e+00
3.0276605532110639e-03,1.7473813143662451e-07,0.0000000000000000e+00
3.0282605652113040e-03,1.7512851474856779e-07,0.0000000000000000e+00
3.0288605772115442e-03,1.7551966712747481e-07,0.0000000000000000e+00
3.0294605892117838e-03,1.7591158983953288e-07,0.0000000000000000e+00
3.0300606012120240e-03,1.7630428415245827e-07,0.0000000000000000e+00
3.0306606132122641e-03,1.7669775133549708e-07,0.0000000000000000e+00
3.0312606252125042e-03,1.7709199265942585e-07,0.0000000000000000e+00
3.0318606372127439e-03,1.7748700939655220e-07,0.0000000000000000e+00
3.0324606492129840e-03,1.7788280282071561e-07,0.0000000000000000e+00
3.0330606612132241e-03,1.7827937420728801e-07,0.0000000000000000e+00
3.0336606732134642e-03,1.7867672483317455e-07,0.0000000000000000e+00
3.0342606852137039e-03,1.7907485597681421e-07,0.0000000000000000e+00
3.0348606972139440e-03,1.7947376891818045e-07,0.0000000000000000e+00
3.0354607092141841e-03,1.7987346493878200e-07,0.0000000000000000e+00
3.0360607212144243e-03,1.8027394532166338e-07,0.0000000000000000e+00
3.0366607332146640e-03,1.8067521135140572e-07,0.0000000000000000e+00
3.0372607452149041e-03,1.8107726431412720e-07,0.0000000000000000e+00
3.0378607572151442e-03,1.8148010549748401e-07,0.0000000000000000e+00
3.0384607692153843e-03,1.8188373619067081e-07,0.0000000000000000e+00
3.0390607812156240e-03,1.8228815768442140e-07,0.0000000000000000e+00
3.0396607932158641e-03,1.8269337127100944e-07,0.0000000000000000e+00
3.0402608052161042e-03,1.8309937824424908e-07,0.0000000000000000e+00
3.0408608172163443e-03,1.8350617989949559e-07,0.0000000000000000e+00
3.0414608292165840e-03,1.8391377753364606e-07,0.0000000000000000e+00
3.0420608412168241e-03,1.8432217244513997e-07,0.0000000000000000e+00
3.0426608532170643e-03,1.8473136593395990e-07,0.0000000000000000e+00
3.0432608652173039e-03,1.8514135930163217e-07,0.0000000000000000e+00
3.0438608772175441e-03,1.8555215385122745e-07,0.0000000000000000e+00
3.0444608892177842e-03,1.8596375088736135e-07,0.0000000000000000e+00
3.0450609012180243e-03,1.8637615171619525e-07,0.0000000000000000e+00
3.0456609132182640e-03,1.8678935764543663e-07,0.0000000000000000e+00
3.0462609252185041e-03,1.8720336998434003e-07,0.0000000000000000e+00
3.0468609372187442e-03,1.8761819004370741e-07,0.0000000000000000e+00
3.0474609492189843e-03,1.8803381913588889e-07,0.0000000000000000e+00
3.0480609612192240e-03,1.8845025857478344e-07,0.0000000000000000e+00
3.0486609732194641e-03,1.8886750967583934e-07,0.0000000000000000e+00
3.0492609852197042e-03,1.8928557375605497e-07,0.0000000000000000e+00
3.0498609972199444e-03,1.8970445213397929e-07,0.0000000000000000e+00
3.0504610092201840e-03,1.9012414612971255e-07,0.0000000000000000e+00
3.0510610212204242e-03,1.9054465706490683e-07,0.0000000000000000e+00
3.0516610332206643e-03,1.9096598626276671e-07,0.0000000000000000e+00
3.0522610452209044e-03,1.9138813504804980e-07,0.0000000000000000e+00
3.0528610572211441e-03,1.9181110474706745e-07,0.0000000000000000e+00
3.0534610692213842e-03,1.9223489668768526e-07,0.0000000000000000e+00
3.0540610812216243e-03,1.9265951219932378e-07,0.0000000000000000e+00
3.0546610932218644e-03,1.9308495261295899e-07,0.0000000000000000e+00
3.0552611052221041e-03,1.9351121926112291e-07,0.0000000000000000e+00
3.0558611172223442e-03,1.9393831347790438e-07,0.0000000000000000e+00
3.0564611292225844e-03,1.9436623659894935e-07,0.0000000000000000e+00
3.0570611412228240e-03,1.9479498996146170e-07,0.0000000000000000e+00
3.0576611532230642e-03,1.9522457490420377e-07,0.0000000000000000e+00
3.0582611652233043e-03,1.9565499276749691e-07,0.0000000000000000e+00
3.0588611772235444e-03,1.9608624489322201e-07,0.0000000000000000e+00
3.0594611892237841e-03,1.9651833262482023e-07,0.0000000000000000e+00
3.0600612012240242e-03,1.9695125730729342e-07,0.0000000000000000e+00
3.0606612132242643e-03,1.9738502028720482e-07,0.0000000000000000e+00
3.0612612252245044e-03,1.9781962291267955e-07,0.0000000000000000e+00
3.0618612372247441e-03,1.9825506653340521e-07,0.0000000000000000e+00
3.0624612492249842e-03,1.9869135250063244e-07,0.0000000000000000e+00
3.0630612612252243e-03,1.9912848216717546e-07,0.0000000000000000e+00
3.0636612732254645e-03,1.9956645688741272e-07,0.0000000000000000e+00
3.0642612852257041e-03,2.0000527801728733e-07,0.0000000000000000e+00
3.0648612972259443e-03,2.0044494691430770e-07,0.0000000000000000e+00
3.0654613092261844e-03,2.0088546493754806e-07,0.0000000000000000e+00
3.0660613212264245e-03,2.0132683344764909e-07,0.0000000000000000e+00
3.0666613332266642e-03,2.0176905380681830e-07,0.0000000000000000e+00
3.0672613452269043e-03,2.0221212737883082e-07,0.0000000000000000e+00
3.0678613572271444e-03,2.0265605552902967e-07,0.0000000000000000e+00
3.0684613692273845e-03,2.0310083962432653e-07,0.0000000000000000e+00
3.0690613812276242e-03,2.0354648103320209e-07,0.0000000000000000e+00
3.0696613932278643e-03,2.0399298112570684e-07,0.0000000000000000e+00
3.0702614052281045e-03,2.0444034127346127e-07,0.0000000000000000e+00
3.0708614172283446e-03,2.0488856284965671e-07,0.0000000000000000e+00
3.0714614292285843e-03,2.0533764722905568e-07,0.0000000000000000e+00
3.0720614412288244e-03,2.0578759578799245e-07,0.0000000000000000e+00
3.0726614532290645e-03,2.0623840990437356e-07,0.0000000000000000e+00
3.0732614652293042e-03,2.0669009095767841e-07,0.0000000000000000e+00
3.0738614772295443e-03,2.0714264032895971e-07,0.0000000000000000e+00
3.0744614892297844e-03,2.0759605940084400e-07,0.0000000000000000e+00
3.0750615012300245e-03,2.0805034955753221e-07,0.0000000000000000e+00
3.0756615132302642e-03,2.0850551218480007e-07,0.0000000000000000e+00
3.0762615252305043e-03,2.0896154866999874e-07,0.0000000000000000e+00
3.0768615372307444e-03,2.0941846040205526e-07,0.0000000000000000e+00
3.0774615492309846e-03,2.0987624877147300e-07,0.0000000000000000e+00
3.0780615612312242e-03,2.1033491517033226e-07,0.0000000000000000e+00
3.0786615732314644e-03,2.1079446099229076e-07,0.0000000000000000e+00
3.0792615852317045e-03,2.1125488763258401e-07,0.0000000000000000e+00
3.0798615972319446e-03,2.1171619648802593e-07,0.0000000000000000e+00
3.0804616092321843e-03,2.1217838895700931e-07,0.0000000000000000e+00
3.0810616212324244e-03,2.1264146643950629e-07,0.0000000000000000e+00
3.0816616332326645e-03,2.1310543033706879e-07,0.0000000000000000e+00
3.0822616452329046e-03,2.1357028205282909e-07,0.0000000000000000e+00
3.0828616572331443e-03,2.1403602299150032e-07,0.0000000000000000e+00
3.0834616692333844e-03,2.1450265455937671e-07,0.0000000000000000e+00
3.0840616812336246e-03,2.1497017816433441e-07,0.0000000000000000e+00
3.0846616932338647e-03,2.1543859521583171e-07,0.0000000000000000e+00
3.0852617052341044e-03,2.1590790712490952e-07,0.0000000000000000e+00
3.0858617172343445e-03,2.1637811530419203e-07,0.0000000000000000e+00
3.0864617292345846e-03,2.1684922116788698e-07,0.0000000000000000e+00
3.0870617412348247e-03,2.1732122613178611e-07,0.0000000000000000e+00
3.0876617532350644e-03,2.1779413161326585e-07,0.0000000000000000e+00
3.0882617652353045e-03,2.1826793903128749e-07,0.0000000000000000e+00
3.0888617772355446e-03,2.1874264980639777e-07,0.0000000000000000e+00
3.0894617892357843e-03,2.1921826536072940e-07,0.0000000000000000e+00
3.0900618012360244e-03,2.1969478711800130e-07,0.0000000000000000e+00
3.0906618132362645e-03,2.2017221650351933e-07,0.0000000000000000e+00
3.0912618252365047e-03,2.2065055494417641e-07,0.0000000000000000e+00
3.0918618372367443e-03,2.2112980386845319e-07,0.0000000000000000e+00
3.0924618492369845e-03,2.2160996470641842e-07,0.0000000000000000e+00
3.0930618612372246e-03,2.2209103888972942e-07,0.0000000000000000e+00
3.0936618732374647e-03,2.2257302785163242e-07,0.0000000000000000e+00
3.0942618852377044e-03,2.2305593302696307e-07,0.0000000000000000e+00
3.0948618972379445e-03,2.2353975585214676e-07,0.0000000000000000e+00
3.0954619092381846e-03,2.2402449776519921e-07,0.0000000000000000e+00
3.0960619212384247e-03,2.2451016020572674e-07,0.0000000000000000e+00
3.0966619332386644e-03,2.2499674461492674e-07,0.0000000000000000e+00
3.0972619452389045e-03,2.2548425243558809e-07,0.0000000000000000e+00
3.0978619572391447e-03,2.2597268511209163e-07,0.0000000000000000e+00
3.0984619692393848e-03,2.2646204409041045e-07,0.0000000000000000e+00
3.0990619812396245e-03,2.2695233081811030e-07,0.0000000000000000e+00
3.0996619932398646e-03,2.2744354674435016e-07,0.0000000000000000e+00
3.1002620052401047e-03,2.2793569331988242e-07,0.0000000000000000e+00
3.1008620172403448e-03,2.2842877199705350e-07,0.0000000000000000e+00
3.1014620292405845e-03,2.2892278422980398e-07,0.0000000000000000e+00
3.1020620412408246e-03,2.2941773147366924e-07,0.0000000000000000e+00
3.1026620532410647e-03,2.2991361518577969e-07,0.0000000000000000e+00
3.1032620652413044e-03,2.3041043682486131e-07,0.0000000000000000e+00
3.1038620772415445e-03,2.3090819785123576e-07,0.0000000000000000e+00
3.1044620892417846e-03,2.3140689972682108e-07,0.0000000000000000e+00
3.1050621012420248e-03,2.3190654391513190e-07,0.0000000000000000e+00
3.1056621132422644e-03,2.3240713188127984e-07,0.0000000000000000e+00
3.1062621252425046e-03,2.3290866509197379e-07,0.0000000000000000e+00
3.1068621372427447e-03,2.3341114501552042e-07,0.0000000000000000e+00
3.1074621492429848e-03,2.3391457312182454e-07,0.0000000000000000e+00
3.1080621612432245e-03,2.3441895088238938e-07,0.0000000000000000e+00
3.1086621732434646e-03,2.3492427977031696e-07,0.0000000000000000e+00
3.1092621852437047e-03,2.3543056126030851e-07,0.0000000000000000e+00
3.1098621972439448e-03,2.3593779682866473e-07,0.0000000000000000e+00
3.1104622092441845e-03,2.3644598795328630e-07,0.0000000000000000e+00
3.1110622212444246e-03,2.3695513611367400e-07,0.0000000000000000e+00
3.1116622332446647e-03,2.3746524279092926e-07,0.0000000000000000e+00
3.1122622452449049e-03,2.3797630946775446e-07,0.0000000000000000e+00
3.1128622572451446e-03,2.3848833762845315e-07,0.0000000000000000e+00
3.1134622692453847e-03,2.3900132875893041e-07,0.0000000000000000e+00
3.1140622812456248e-03,2.3951528434669351e-07,0.0000000000000000e+00
3.1146622932458649e-03,2.4003020588085171e-07,0.0000000000000000e+00
3.1152623052461046e-03,2.4054609485211693e-07,0.0000000000000000e+00
3.1158623172463447e-03,2.4106295275280400e-07,0.0000000000000000e+00
3.1164623292465848e-03,2.4158078107683107e-07,0.0000000000000000e+00
3.1170623412468249e-03,2.4209958131971962e-07,0.0000000000000000e+00
3.1176623532470646e-03,2.4261935497859529e-07,0.0000000000000000e+00
3.1182623652473047e-03,2.4314010355218766e-07,0.0000000000000000e+00
3.1188623772475449e-03,2.4366182854083081e-07,0.0000000000000000e+00
3.1194623892477845e-03,2.4418453144646379e-07,0.0000000000000000e+00
3.1200624012480247e-03,2.4470821377263063e-07,0.0000000000000000e+00
3.1206624132482648e-03,2.4523287702448072e-07,0.0000000000000000e+00
3.1212624252485049e-03,2.4575852270876915e-07,0.0000000000000000e+00
3.1218624372487446e-03,2.4628515233385714e-07,0.0000000000000000e+00
3.1224624492489847e-03,2.4681276740971206e-07,0.0000000000000000e+00
3.1230624612492248e-03,2.4734136944790788e-07,0.0000000000000000e+00
3.1236624732494649e-03,2.4787095996162543e-07,0.0000000000000000e+00
3.1242624852497046e-03,2.4840154046565271e-07,0.0000000000000000e+00
3.1248624972499447e-03,2.4893311247638510e-07,0.0000000000000000e+00
3.1254625092501848e-03,2.4946567751182576e-07,0.0000000000000000e+00
3.1260625212504250e-03,2.4999923709158568e-07,0.0000000000000000e+00
3.1266625332506646e-03,2.5053379273688425e-07,0.0000000000000000e+00
3.1272625452509048e-03,2.5106934597054919e-07,0.0000000000000000e+00
3.1278625572511449e-03,2.5160589831701723e-07,0.0000000000000000e+00
3.1284625692513850e-03,2.5214345130233391e-07,0.0000000000000000e+00
3.1290625812516247e-03,2.5268200645415417e-07,0.0000000000000000e+00
3.1296625932518648e-03,2.5322156530174246e-07,0.0000000000000000e+00
3.1302626052521049e-03,2.5376212937597316e-07,0.0000000000000000e+00
3.1308626172523450e-03,2.5430370020933056e-07,0.0000000000000000e+00
3.1314626292525847e-03,2.5484627933590922e-07,0.0000000000000000e+00
3.1320626412528248e-03,2.5538986829141434e-07,0.0000000000000000e+00
3.1326626532530650e-03,2.5593446861316191e-07,0.0000000000000000e+00
3.1332626652533051e-03,2.5648008184007887e-07,0.0000000000000000e+00
3.1338626772535448e-03,2.5702670951270337e-07,0.0000000000000000e+00
3.1344626892537849e-03,2.5757435317318521e-07,0.0000000000000000e+00
3.1350627012540250e-03,2.5812301436528572e-07,0.0000000000000000e+00
3.1356627132542647e-03,2.5867269463437824e-07,0.0000000000000000e+00
3.1362627252545048e-03,2.5922339552744826e-07,0.0000000000000000e+00
3.1368627372547449e-03,2.5977511859309362e-07,0.0000000000000000e+00
3.1374627492549850e-03,2.6032786538152480e-07,0.0000000000000000e+00
3.1380627612552247e-03,2.6088163744456498e-07,0.0000000000000000e+00
3.1386627732554648e-03,2.6143643633565044e-07,0.0000000000000000e+00
3.1392627852557049e-03,2.6199226360983062e-07,0.0000000000000000e+00
3.1398627972559451e-03,2.6254912082376836e-07,0.0000000000000000e+00
